序号	单词	音标	词性（中文）	中文释义	出现次数	首次出现故事	例句
95	formal			正式的	7	1	"他递过一份厚厚的文件，""这是formal(正式的)合同draft(草案)。仔细review(审查)，有任何问题可以提出。""林若雪接过文件，开始scan(浏览)。clause(条款)众多，语言complicated(复杂的)。她的专业素养让她很快发现了几个potential(潜在的)风险点。"
96	fragile			脆弱的	3	1	林若雪的父亲林振华是商界的veteran(老手)，一生dedicate(奉献)给家族企业。然而，一场突如其来的stroke(中风)让他不得不hospitalize(住院)。医生说他的condition(状况)需要长期treatment(治疗)和recover(恢复)，短期内无法resume(恢复)工...
97	fulfill			履行	23	1	"""你今天的表现很好，""沈墨尘rare(难得)地开口praise(赞扬)，""我appreciate(欣赏)你的teamwork(团队精神)。""林若雪微笑道：""谢谢沈总，我只是fulfill(履行)自己的duty(职责)。"""
98	fundamental			基本的	2	1	"沈墨尘interrupt(打断)道：""林小姐，你很articulate(清晰表达的)，但你ignore(忽略)了一个fundamental(基本的)问题。你们公司现在的financial(财政的)状况很precarious(不稳定的)。你知道这份契约involve(包含)什么吗？这不仅仅是简单的tr..."
99	gamble			赌注	3	1	为了挽救家族事业，林若雪不得不接受一个critical(关键的)决定——与沈氏集团签订契约。这是一场bold(大胆的)的gamble(赌注)，但她已经没有其他alternative(选择)。她通过父亲的acquaintance(熟人)关系，终于arrange(安排)了一次与沈墨尘的appointme...
100	gentle			柔和的	56	1	他开始suspect(怀疑)，契约也许不只是商业交易。夜深了，活动结束。沈墨尘开车送林若雪home(回家)。车内气氛安静，只有音乐gentle(柔和的)流淌。窗外的路灯alternate(交替)闪过，车内atmosphere(气氛)变得微妙。
101	grasp			抓住	5	1	竞争对手王氏集团grasp(抓住)住这个机会，发动了猛烈的商业assault(攻击)。他们launch(发起)了一系列aggressive(激进的)的市场strategy(策略)，试图acquire(收购)林氏集团的asset(资产)。银行也开始pressure(施压)，要求repay(偿还)到期的...
102	guarantee			保障	1	1	经过两个小时的intense(激烈的)谈判，双方终于达成了一致。沈墨尘同意调整部分条款，确保林家的benefit(利益)得到guarantee(保障)。这个过程让沈墨尘对林若雪产生了新的respect(尊重)，也让林若雪对这位冷酷总裁有了不同的impression(印象)。
103	hesitate			犹豫	15	1	沈墨尘略微hesitate(犹豫)，似乎对林若雪的bold(大胆的)感到意外。他原本以为她只是一个需要帮助的vulnerable(脆弱的)女子，没想到她具备如此remarkable(非凡的)商业洞察力和谈判能力。他开始用一种新的perspective(视角)evaluate(评价)这个女人。
104	hidden			隐藏的	2	1	沈墨尘也在场，这是他们第一次在工作之外的occasion(场合)相处。活动中，两人被coincide(巧合)地安排在同一组complete(完成)任务。这是一个需要团队collaborate(合作)的challenge(挑战)，他们需要穿越一片dense(密集的)的森林，寻找hidden(隐藏的)的...
105	home			回家	9	1	他开始suspect(怀疑)，契约也许不只是商业交易。夜深了，活动结束。沈墨尘开车送林若雪home(回家)。车内气氛安静，只有音乐gentle(柔和的)流淌。窗外的路灯alternate(交替)闪过，车内atmosphere(气氛)变得微妙。
106	hospitalize			住院	1	1	林若雪的父亲林振华是商界的veteran(老手)，一生dedicate(奉献)给家族企业。然而，一场突如其来的stroke(中风)让他不得不hospitalize(住院)。医生说他的condition(状况)需要长期treatment(治疗)和recover(恢复)，短期内无法resume(恢复)工...
107	identify			确定	3	1	见面前一晚，林若雪prepare(准备)到深夜。她review(复习)了沈氏集团的所有公开资料，familiarize(熟悉)沈墨尘的谈判style(风格)，identify(确定)可能的谈判leverage(筹码)。她知道，明天的会面将determine(决定)家族企业的destiny(命运)。
108	ignore			忽略	9	1	"沈墨尘interrupt(打断)道：""林小姐，你很articulate(清晰表达的)，但你ignore(忽略)了一个fundamental(基本的)问题。你们公司现在的financial(财政的)状况很precarious(不稳定的)。你知道这份契约involve(包含)什么吗？这不仅仅是简单的tr..."
109	important			重要的	8	1	"临别时，沈墨尘突然说：""明天有个important(重要的)会议，关于海外市场expand(扩张)计划。你准备一下，会上需要你present(呈现)想法。""林若雪点头，心中却有些nervous(紧张的)。这是一个significant(重要的)的机会，能够demonstrate(展示)她的能力。"
110	impression			印象	5	1	经过两个小时的intense(激烈的)谈判，双方终于达成了一致。沈墨尘同意调整部分条款，确保林家的benefit(利益)得到guarantee(保障)。这个过程让沈墨尘对林若雪产生了新的respect(尊重)，也让林若雪对这位冷酷总裁有了不同的impression(印象)。
111	indifferent			冷漠的	7	1	沈墨尘偶尔会在会议上看到她的performance(表现)。虽然他依然保持indifferent(冷漠的)态度，但内心已经开始attention(关注)这个特别的员工。他注意到她总是能够提出insightful(有洞察力的)的建议，她的analysis(分析)总是基于solid(坚实的)数据和log...
112	inject			注入	1	1	林若雪点头，她清楚自己即将bear(承担)的责任。沈墨尘elaborate(详细说明)：契约规定，沈氏集团将inject(注入)两亿资金acquire(获得)林氏集团40%的share(股份)，林若雪需要在沈氏集团工作三年，期间必须obey(服从)公司的安排。三年后，如果业绩达标，她可以redeem...
113	innovation			创新	3	1	林若雪compose(镇静)了一下，开始她的presentation(陈述)。她用precise(准确的)的数据和logical(逻辑的)分析，demonstrate(展示)林氏集团的potential(潜力)和value(价值)。她提到了公司在innovation(创新)方面的breakthrou...
114	insightful			有洞察力的	2	1	沈墨尘偶尔会在会议上看到她的performance(表现)。虽然他依然保持indifferent(冷漠的)态度，但内心已经开始attention(关注)这个特别的员工。他注意到她总是能够提出insightful(有洞察力的)的建议，她的analysis(分析)总是基于solid(坚实的)数据和log...
115	intense			激烈的	15	1	经过两个小时的intense(激烈的)谈判，双方终于达成了一致。沈墨尘同意调整部分条款，确保林家的benefit(利益)得到guarantee(保障)。这个过程让沈墨尘对林若雪产生了新的respect(尊重)，也让林若雪对这位冷酷总裁有了不同的impression(印象)。
116	interrupt			打断	3	1	"沈墨尘interrupt(打断)道：""林小姐，你很articulate(清晰表达的)，但你ignore(忽略)了一个fundamental(基本的)问题。你们公司现在的financial(财政的)状况很precarious(不稳定的)。你知道这份契约involve(包含)什么吗？这不仅仅是简单的tr..."
117	invest			投资	6	1	"沈墨尘坐在主位，身后是enormous(巨大的)的落地窗，整个城市panorama(全景)尽收眼底。他用sharp(锐利的)目光打量着林若雪，眼神中透着几分suspicion(怀疑)和curiosity(好奇)。片刻后，他开口了：""林小姐，我很curious(好奇的)，为什么认为沈氏应该invest..."
118	involve			包含	1	1	"沈墨尘interrupt(打断)道：""林小姐，你很articulate(清晰表达的)，但你ignore(忽略)了一个fundamental(基本的)问题。你们公司现在的financial(财政的)状况很precarious(不稳定的)。你知道这份契约involve(包含)什么吗？这不仅仅是简单的tr..."
119	launch			发起	3	1	竞争对手王氏集团grasp(抓住)住这个机会，发动了猛烈的商业assault(攻击)。他们launch(发起)了一系列aggressive(激进的)的市场strategy(策略)，试图acquire(收购)林氏集团的asset(资产)。银行也开始pressure(施压)，要求repay(偿还)到期的...
120	leisure			悠闲	2	1	林若雪是林家的eldest(最年长的)女儿，刚从海外obtain(获得)MBA学位归来。虽然她拥有academic(学术的)知识，但在商界practical(实践的)经验尚浅。面对这urgent(紧急的)局面，她不得不abandon(放弃)原本的leisure(悠闲)生活，assume(承担)起拯救...
121	leverage			筹码	2	1	见面前一晚，林若雪prepare(准备)到深夜。她review(复习)了沈氏集团的所有公开资料，familiarize(熟悉)沈墨尘的谈判style(风格)，identify(确定)可能的谈判leverage(筹码)。她知道，明天的会面将determine(决定)家族企业的destiny(命运)。
122	loan			贷款	1	1	竞争对手王氏集团grasp(抓住)住这个机会，发动了猛烈的商业assault(攻击)。他们launch(发起)了一系列aggressive(激进的)的市场strategy(策略)，试图acquire(收购)林氏集团的asset(资产)。银行也开始pressure(施压)，要求repay(偿还)到期的...
123	logic			逻辑	4	1	沈墨尘偶尔会在会议上看到她的performance(表现)。虽然他依然保持indifferent(冷漠的)态度，但内心已经开始attention(关注)这个特别的员工。他注意到她总是能够提出insightful(有洞察力的)的建议，她的analysis(分析)总是基于solid(坚实的)数据和log...
124	logical			逻辑的	4	1	林若雪compose(镇静)了一下，开始她的presentation(陈述)。她用precise(准确的)的数据和logical(逻辑的)分析，demonstrate(展示)林氏集团的potential(潜力)和value(价值)。她提到了公司在innovation(创新)方面的breakthrou...
125	luxury			豪华的	7	1	第一次见面在沈氏集团总部luxury(豪华的)的会议室进行。这座五十层的skyscraper(摩天大楼)是沈墨尘亲自design(设计)的，embody(体现)着他rigorous(严谨的)而elegant(优雅的)的taste(品味)。林若雪穿着简洁的职业装，deliberate(深思熟虑的)的妆...
126	magnificent			宏伟的	16	1	夜幕降临，城市的高楼大厦在霓虹灯的映照下显得格外spectacular(壮观的)。林若雪站在公司的落地窗前，望着脚下magnificent(宏伟的)都市夜景，心中五味杂陈。家族企业近期遭遇了前所未有的crisis(危机)，父亲突然住院，公司内部管理chaotic(混乱的)，竞争对手趁机attack(...
127	manage			设法	13	1	某个周末，公司organize(组织)团队活动——一次为期两天的户外expand(拓展)训练。林若雪因为工作繁忙差点忘记attend(参加)，但最后还是manage(设法)赶到了活动现场。这是她第一次在公司活动中appear(出现)，同事们对她的presence(出席)感到好奇。
128	manager			经理	7	1	契约签订后，林若雪正式进入沈氏集团work(工作)。她被安排在战略发展部门，担任senior(高级的)manager(经理)，负责市场research(研究)和项目策划。这是一个challenging(有挑战性的)的职位，需要她快速adapt(适应)新的工作环境。
129	modify			修改	3	1	她analyze(分析)每一个条款，特别关注obligation(义务)和penalty(惩罚)部分。她发现某些provision(规定)过于严苛，可能会让家族失去对企业的control(控制)权。她提出reasonable(合理的)modify(修改)意见，emphasize(强调)双方应该是eq...
130	motivate			激励	1	1	林若雪展现出的coordinate(协调)能力和professional(专业的)quality(素质)让沈墨尘印象深刻。她不仅能够快速navigate(导航)，还能motivate(激励)队友，resolve(解决)突发问题。在一个steep(陡峭的)山坡前，林若雪extend(伸出)手帮助沈墨尘...
131	navigate	/ˈnæv.ɪ.ɡeɪt/	verb	导航	1	1	林若雪展现出的coordinate(协调)能力和professional(专业的)quality(素质)让沈墨尘印象深刻。她不仅能够快速navigate(导航)，还能motivate(激励)队友，resolve(解决)突发问题。在一个steep(陡峭的)山坡前，林若雪extend(伸出)手帮助沈墨尘...
132	nervous			紧张的	109	1	"临别时，沈墨尘突然说：""明天有个important(重要的)会议，关于海外市场expand(扩张)计划。你准备一下，会上需要你present(呈现)想法。""林若雪点头，心中却有些nervous(紧张的)。这是一个significant(重要的)的机会，能够demonstrate(展示)她的能力。"
133	numerous	/ˈnjuːməɹəs/	adjective	众多的	4	1	经过thorough(彻底的)分析，林若雪conclude(得出结论)：仅凭现有resource(资源)，无法overcome(克服)眼前的obstacle(障碍)。她需要找到一位强大的partner(合作伙伴)，提供足够的capital(资金)support(支持)。在numerous(众多的)选...
